filename,md5,sha1,sha256,entry_point,machine,is_exe,is_dll,is_driver,sections,imported_dlls,imported_functions,signed,signature_status,osslsigncode_extract
unpacked_Dogwaffle_Install_1_2_free.exe,a192baab1684049fe0945b107af8f497,97470c53bd066d095d628dc7d7d1618dafdd123a,9197dea04fdc94a108e44e1d18a58be4331b04cd88e97865ca7feb9186597c19,0x11cb,0x14c,True,False,False,.text;.bss;.data;.idata;.rsrc,KERNEL32.DLL;ADVAPI32.DLL;COMCTL32.DLL;CRTDLL.DLL;GDI32.DLL;SHELL32.DLL;USER32.DLL,EnterCriticalSection;FileTimeToDosDateTime;FileTimeToLocalFileTime;FileTimeToSystemTime;FindClose;FindFirstFileA;FindResourceA;FormatMessageA;GetCommandLineA;GetConsoleMode;GetConsoleScreenBufferInfo;GetCurrentDirectoryA;GetCurrentProcess;GetDateFormatA;GetDriveTypeA;GetFileAttributesA;GetFileTime;GetFullPathNameA;GetLastError;GetModuleFileNameA;GetModuleHandleA;CloseHandle;GetProcessHeap;GetStdHandle;GetSystemDirectoryA;GetTempFileNameA;GetTempPathA;GetTimeFormatA;GetTimeZoneInformation;GetVersion;GetVolumeInformationA;GetWindowsDirectoryA;HeapAlloc;HeapFree;InitializeCriticalSection;InterlockedExchange;IsBadReadPtr;LeaveCriticalSection;LoadLibraryA;LoadResource;LockResource;MulDiv;CreateFileA;ReadFile;ReleaseMutex;RtlUnwind;SetConsoleMode;SetEndOfFile;SetFileAttributesA;SetFilePointer;SetFileTime;SetVolumeLabelA;CreateMutexA;SizeofResource;Sleep;WaitForSingleObject;lstrcmpiA;lstrcpyA;lstrcpynA;lstrlenA;AdjustTokenPrivileges;GetKernelObjectSecurity;GetSecurityDescriptorControl;GetSecurityDescriptorDacl;GetSecurityDescriptorGroup;GetSecurityDescriptorLength;GetSecurityDescriptorOwner;GetSecurityDescriptorSacl;IsValidAcl;IsValidSecurityDescriptor;IsValidSid;LookupPrivilegeValueA;OpenProcessToken;RegCloseKey;RegOpenKeyExA;RegQueryValueExA;SetKernelObjectSecurity;InitCommonControls;_fileno;_findfirst;_get_osfhandle;_iob;_isatty;__GetMainArgs;_lseek;_mbsinc;_mbsrchr;_mkdir;_open;_putenv;_read;remove;_rmdir;__mb_cur_max_dll;_setmode;_stat;_stricmp;_strlwr;_strupr;tolower;_tzset;_unlink;_write;exit;fclose;fflush;fgets;fopen;fprintf;fread;free;fseek;ftell;fwrite;localtime;malloc;mblen;memchr;memcmp;memcpy;memset;putc;raise;realloc;signal;sprintf;strcat;strchr;strcmp;strncmp;strncpy;strrchr;strstr;tmpnam;vsprintf;_chmod;_close;GetDeviceCaps;GetStockObject;GetTextExtentPoint32A;SelectObject;SetBkMode;SetPixel;SetTextColor;TextOutA;CreateFontIndirectA;CreateSolidBrush;DeleteObject;SHBrowseForFolder;SHGetPathFromIDListA;SHGetSpecialFolderLocation;ShellExecuteA;ShellExecuteExA;SetWindowTextA;GetWindowTextA;GetClientRect;GetWindowRect;GetParent;FindWindowA;ScreenToClient;IsWindow;CreateDialogParamA;DialogBoxParamA;EndDialog;DefDlgProcA;GetDlgItem;GetClassNameA;GetDlgCtrlID;IsDialogMessageA;BeginPaint;EndPaint;UpdateWindow;InvalidateRect;RedrawWindow;SetFocus;GetFocus;GetCapture;SetCapture;ReleaseCapture;LoadCursorA;LoadIconA;GetSystemMenu;AppendMenuA;RegisterClassA;MessageBoxA;SetCursor;GetWindowLongA;SetWindowLongA;PeekMessageA;GetDesktopWindow;TranslateMessage;DispatchMessageA;DrawTextA;GetDC;ReleaseDC;FillRect;WaitForInputIdle;SetRect;SendMessageA;UnregisterClassA;CharToOemA;OemToCharA;PostMessageA;PostQuitMessage;GetSystemMetrics;GetSysColor;EnumChildWindows;ShowWindow;CreateWindowExA;DestroyWindow;SetWindowPos;MoveWindow;DefWindowProcA;EnableWindow;IsWindowEnabled,False,No signature found,"[extract-signature] PE file does not have any signature: /mnt/project/input/Dogwaffle_Install_1_2_free.exe
Failed"
